 Corr.Time[ms]           Correlation(1->2+2->1)  Weighting(1->2+2->1)    Correlation(1->2)       Weighting(1->2)         Correlation(2->1)       Weighting(2->1)
 2,24995543248951E-0004  3,10895726502582E-0002  1,58637113281731E+0001  3,10895726502582E-0002  1,58637113281731E+0001  3,10895726502582E-0002  1,58637113281731E+0001
 2,74994556093588E-0004  2,76795771670636E-0002  3,12423184201084E+0001  2,76795771670636E-0002  3,12423184201084E+0001  2,76795771670636E-0002  3,12423184201084E+0001
 3,24993539834395E-0004  1,04138786358076E-0002  5,38464457225185E+0001  1,04138786358076E-0002  5,38464457225185E+0001  1,04138786358076E-0002  5,38464457225185E+0001
 3,74992552679032E-0004  1,02294180355481E-0003  2,48047916425463E+0001  1,02294180355481E-0003  2,48047916425463E+0001  1,02294180355481E-0003  2,48047916425463E+0001
 4,49991086497903E-0004  3,38206951519729E-0002  2,68985072072698E+0001  3,38206951519729E-0002  2,68985072072698E+0001  3,38206951519729E-0002  2,68985072072698E+0001
 5,49989112187177E-0004  1,10155574630562E-0002  3,24747435163414E+0001  1,10155574630562E-0002  3,24747435163414E+0001  1,10155574630562E-0002  3,24747435163414E+0001
 6,49987079668790E-0004  4,69648030587359E-0003  5,60844729180088E+0001  4,69648030587359E-0003  5,60844729180088E+0001  4,69648030587359E-0003  5,60844729180088E+0001
 7,49985105358064E-0004  2,60889545950432E-0002  4,95634813908626E+0001  2,60889545950432E-0002  4,95634813908626E+0001  2,60889545950432E-0002  4,95634813908626E+0001
 8,49983131047338E-0004 -4,14444493463039E-0003  6,85144516921920E+0001 -4,14444493463039E-0003  6,85144516921920E+0001 -4,14444493463039E-0003  6,85144516921920E+0001
 9,49981156736612E-0004  1,58602038093223E-0002  9,22623428201006E+0001  1,58602038093223E-0002  9,22623428201006E+0001  1,58602038093223E-0002  9,22623428201006E+0001
 1,04997912421822E-0003  1,53003221258413E-0002  2,45686791957892E+0001  1,53003221258413E-0002  2,45686791957892E+0001  1,53003221258413E-0002  2,45686791957892E+0001
 1,14997720811516E-0003  1,40431644369342E-0003  2,83035739916231E+0001  1,40431644369342E-0003  2,83035739916231E+0001  1,40431644369342E-0003  2,83035739916231E+0001
 1,29997415933758E-0003 -1,89334959145014E-0004  7,55396905633905E+0001 -1,89334959145014E-0004  7,55396905633905E+0001 -1,89334959145014E-0004  7,55396905633905E+0001
 1,49997021071612E-0003  9,71980206869314E-0003  7,23997130600632E+0001  9,71980206869314E-0003  7,23997130600632E+0001  9,71980206869314E-0003  7,23997130600632E+0001
 1,69996626209468E-0003 -6,82545225906306E-0005  1,38189576850872E+0002 -6,82545225906306E-0005  1,38189576850872E+0002 -6,82545225906306E-0005  1,38189576850872E+0002
 1,89996231347322E-0003 -7,21323470005040E-0003  4,31079562349615E+0001 -7,21323470005040E-0003  4,31079562349615E+0001 -7,21323470005040E-0003  4,31079562349615E+0001
 2,09995824843645E-0003  2,54797491264011E-0005  5,66204264938782E+0001  2,54797491264011E-0005  5,66204264938782E+0001  2,54797491264011E-0005  5,66204264938782E+0001
 2,29995441623032E-0003 -2,16000540068962E-0003  6,20139341491151E+0001 -2,16000540068962E-0003  6,20139341491151E+0001 -2,16000540068962E-0003  6,20139341491151E+0001
 2,49995035119355E-0003  9,40484886737022E-0004  3,95730016815104E+0001  9,40484886737022E-0004  3,95730016815104E+0001  9,40484886737022E-0004  3,95730016815104E+0001
 2,69994651898742E-0003  3,43096917755246E-0003  5,40999732589957E+0001  3,43096917755246E-0003  5,40999732589957E+0001  3,43096917755246E-0003  5,40999732589957E+0001
 2,99994042143226E-0003  9,39840253310311E-0003  9,25766611379912E+0001  9,39840253310311E-0003  9,25766611379912E+0001  9,39840253310311E-0003  9,25766611379912E+0001
 3,39993252418935E-0003  3,94960361432251E-0003  8,75887864675879E+0001  3,94960361432251E-0003  8,75887864675879E+0001  3,94960361432251E-0003  8,75887864675879E+0001
 3,79992462694645E-0003  1,42240457661247E-0002  6,77443175875899E+0001  1,42240457661247E-0002  6,77443175875899E+0001  1,42240457661247E-0002  6,77443175875899E+0001
 4,19991649687290E-0003  6,53766511022952E-0003  8,89236649294575E+0001  6,53766511022952E-0003  8,89236649294575E+0001  6,53766511022952E-0003  8,89236649294575E+0001
 4,59990883246064E-0003  9,34007310249895E-0003  8,53863605989689E+0001  9,34007310249895E-0003  8,53863605989689E+0001  9,34007310249895E-0003  8,53863605989689E+0001
 4,99990070238709E-0003 -5,44396569235799E-0004  5,58524272346146E+0001 -5,44396569235799E-0004  5,58524272346146E+0001 -5,44396569235799E-0004  5,58524272346146E+0001
 5,39989303797483E-0003  8,64978212345807E-0003  1,36613015480001E+0002  8,64978212345807E-0003  1,36613015480001E+0002  8,64978212345807E-0003  1,36613015480001E+0002
 5,79988490790129E-0003  8,33592980269538E-0003  2,08571879369629E+0002  8,33592980269538E-0003  2,08571879369629E+0002  8,33592980269538E-0003  2,08571879369629E+0002
