 Corr.Time[ms]           Correlation(1->2+2->1)  Weighting(1->2+2->1)    Correlation(1->2)       Weighting(1->2)         Correlation(2->1)       Weighting(2->1)
 2,24990697461180E-0004  3,79418240408816E-0002  3,07530327848432E+0001  3,79418240408816E-0002  3,07530327848432E+0001  3,79418240408816E-0002  3,07530327848432E+0001
 2,74988618912175E-0004  6,94286036535802E-0003  5,95013860084810E+0001  6,94286036535802E-0003  5,95013860084810E+0001  6,94286036535802E-0003  5,95013860084810E+0001
 3,24986554915085E-0004 -8,84199278527471E-0004  4,03502861130940E+0001 -8,84199278527471E-0004  4,03502861130940E+0001 -8,84199278527471E-0004  4,03502861130940E+0001
 3,74984490917996E-0004  1,55185989977905E-0002  3,38664072158274E+0001  1,55185989977905E-0002  3,38664072158274E+0001  1,55185989977905E-0002  3,38664072158274E+0001
 4,49981394922361E-0004  1,41739193179998E-0002  6,01490658438950E+0001  1,41739193179998E-0002  6,01490658438950E+0001  1,41739193179998E-0002  6,01490658438950E+0001
 5,49977237824351E-0004  1,53184887996288E-0002  3,34741579232833E+0001  1,53184887996288E-0002  3,34741579232833E+0001  1,53184887996288E-0002  3,34741579232833E+0001
 6,49973109830171E-0004 -1,73804571638875E-0003  6,62645397604343E+0001 -1,73804571638875E-0003  6,62645397604343E+0001 -1,73804571638875E-0003  6,62645397604343E+0001
 7,49968981835991E-0004  4,94399007922724E-0003  4,59413559871031E+0001  4,94399007922724E-0003  4,59413559871031E+0001  4,94399007922724E-0003  4,59413559871031E+0001
 8,49964853841811E-0004 -6,00744921821474E-0003  4,27544186974596E+0001 -6,00744921821474E-0003  4,27544186974596E+0001 -6,00744921821474E-0003  4,27544186974596E+0001
 9,49960725847632E-0004 -7,55632723247921E-0003  6,89784557646575E+0001 -7,55632723247921E-0003  6,89784557646575E+0001 -7,55632723247921E-0003  6,89784557646575E+0001
 1,04995653964579E-0003 -3,39799898351818E-0003  1,08338520890378E+0002 -3,39799898351818E-0003  1,08338520890378E+0002 -3,39799898351818E-0003  1,08338520890378E+0002
 1,14995241165161E-0003 -4,82615840906813E-0003  5,30009112421553E+0001 -4,82615840906813E-0003  5,30009112421553E+0001 -4,82615840906813E-0003  5,30009112421553E+0001
 1,29994621966034E-0003 -2,04513689781260E-0003  5,36455351765094E+0001 -2,04513689781260E-0003  5,36455351765094E+0001 -2,04513689781260E-0003  5,36455351765094E+0001
 1,49993796367198E-0003 -3,82979042044230E-0003  1,15022081616781E+0002 -3,82979042044230E-0003  1,15022081616781E+0002 -3,82979042044230E-0003  1,15022081616781E+0002
 1,69992970768362E-0003 -1,15802447368085E-0002  7,11123083337298E+0001 -1,15802447368085E-0002  7,11123083337298E+0001 -1,15802447368085E-0002  7,11123083337298E+0001
 1,89992145169526E-0003 -1,00557890082452E-0002  4,72779946686164E+0001 -1,00557890082452E-0002  4,72779946686164E+0001 -1,00557890082452E-0002  4,72779946686164E+0001
 2,09991307929158E-0003 -6,86701627945625E-0004  1,63408453602256E+0002 -6,86701627945625E-0004  1,63408453602256E+0002 -6,86701627945625E-0004  1,63408453602256E+0002
