 Corr.Time[ms]           Correlation(1->2+2->1)  Weighting(1->2+2->1)    Correlation(1->2)       Weighting(1->2)         Correlation(2->1)       Weighting(2->1)
 2,24988427362405E-0004  2,14862676249696E-0002  3,02730264408899E+0001  2,14862676249696E-0002  3,02730264408899E+0001  2,14862676249696E-0002  3,02730264408899E+0001
 2,74985854048282E-0004  2,12252824583127E-0002  3,33132386987066E+0001  2,12252824583127E-0002  3,33132386987066E+0001  2,12252824583127E-0002  3,33132386987066E+0001
 3,24983295286074E-0004  7,12104155738444E-0003  4,97239692695140E+0001  7,12104155738444E-0003  4,97239692695140E+0001  7,12104155738444E-0003  4,97239692695140E+0001
 3,74980707420036E-0004 -2,32576307418046E-0002  2,68900017077111E+0001 -2,32576307418046E-0002  2,68900017077111E+0001 -2,32576307418046E-0002  2,68900017077111E+0001
 4,49976854724810E-0004  8,75787697689946E-0003  5,21338013407480E+0001  8,75787697689946E-0003  5,21338013407480E+0001  8,75787697689946E-0003  5,21338013407480E+0001
 5,49971708096564E-0004  1,64625307482685E-0002  6,34944002205880E+0001  1,64625307482685E-0002  6,34944002205880E+0001  1,64625307482685E-0002  6,34944002205880E+0001
 6,49966590572149E-0004  1,04937664212050E-0002  3,75151420908470E+0001  1,04937664212050E-0002  3,75151420908470E+0001  1,04937664212050E-0002  3,75151420908470E+0001
 7,49961414840072E-0004 -8,11880508648215E-0003  4,83845030950489E+0001 -8,11880508648215E-0003  4,83845030950489E+0001 -8,11880508648215E-0003  4,83845030950489E+0001
 8,49956297315657E-0004  1,10814111478019E-0002  6,33634634265187E+0001  1,10814111478019E-0002  6,33634634265187E+0001  1,10814111478019E-0002  6,33634634265187E+0001
 9,49951121583581E-0004 -2,11727214375622E-0002  5,77402188025465E+0001 -2,11727214375622E-0002  5,77402188025465E+0001 -2,11727214375622E-0002  5,77402188025465E+0001
 1,04994606226682E-0003  3,18768071658175E-0002  5,63406461042899E+0001  3,18768071658175E-0002  5,63406461042899E+0001  3,18768071658175E-0002  5,63406461042899E+0001
 1,14994088653475E-0003  2,45058800224788E-0002  7,48149912298067E+0001  2,45058800224788E-0002  7,48149912298067E+0001  2,45058800224788E-0002  7,48149912298067E+0001
 1,29993318114429E-0003  1,01210224866958E-0002  1,18736241286816E+0002  1,01210224866958E-0002  1,18736241286816E+0002  1,01210224866958E-0002  1,18736241286816E+0002
 1,49992282968014E-0003 -1,43395522682843E-0003  7,99089468748850E+0001 -1,43395522682843E-0003  7,99089468748850E+0001 -1,43395522682843E-0003  7,99089468748850E+0001
 1,69991259463131E-0003  5,17415368526945E-0003  8,97413296921386E+0001  5,17415368526945E-0003  8,97413296921386E+0001  5,17415368526945E-0003  8,97413296921386E+0001
 1,89990224316716E-0003  1,08397062789188E-0002  7,27170104630597E+0001  1,08397062789188E-0002  7,27170104630597E+0001  1,08397062789188E-0002  7,27170104630597E+0001
 2,09989212453365E-0003 -1,82286969881601E-0003  1,54908734588603E+0002 -1,82286969881601E-0003  1,54908734588603E+0002 -1,82286969881601E-0003  1,54908734588603E+0002
 2,29988177306950E-0003 -8,35663917718000E-0003  6,69550939408614E+0001 -8,35663917718000E-0003  6,69550939408614E+0001 -8,35663917718000E-0003  6,69550939408614E+0001
 2,49987142160535E-0003  1,19875914294857E-0002  7,32766573872682E+0001  1,19875914294857E-0002  7,32766573872682E+0001  1,19875914294857E-0002  7,32766573872682E+0001
 2,69986107014120E-0003  2,62501050895927E-0003  1,28733068201274E+0002  2,62501050895927E-0003  1,28733068201274E+0002  2,62501050895927E-0003  1,28733068201274E+0002
 2,99984565936029E-0003  1,49355730550324E-0003  8,49048868547793E+0001  1,49355730550324E-0003  8,49048868547793E+0001  1,49355730550324E-0003  8,49048868547793E+0001
 3,39982518926263E-0003  1,79505933123106E-0003  7,37481214196203E+0001  1,79505933123106E-0003  7,37481214196203E+0001  1,79505933123106E-0003  7,37481214196203E+0001
 3,79980448633432E-0003  1,79754214360851E-0002  1,61853424566579E+0002  1,79754214360851E-0002  1,61853424566579E+0002  1,79754214360851E-0002  1,61853424566579E+0002
 4,19978424906731E-0003  3,40667663706798E-0003  2,42211162804577E+0002  3,40667663706798E-0003  2,42211162804577E+0002  3,40667663706798E-0003  2,42211162804577E+0002
 4,59976354613900E-0003  9,26900537299889E-0003  7,89838629380897E+0001  9,26900537299889E-0003  7,89838629380897E+0001  9,26900537299889E-0003  7,89838629380897E+0001
 4,99974284321070E-0003  5,31416187956074E-0003  1,13716875723733E+0002  5,31416187956074E-0003  1,13716875723733E+0002  5,31416187956074E-0003  1,13716875723733E+0002
