FCS Fitting Results

VEff[fl] =          0,398     
z0[µm] =            0,952     
w0[µm] =            0,274     
r1 =                0,0099    +-0,0066
t1[ms] =            0,9177    +-44,7903
D1[µm²/s] =         20,5      +-998,3
<N> =               212       +-229
<C>[nM] =           886       +-957
k=z0/w0 =           3,474     
T =                 0,5241    +-0,4044
tT[ms] =            0,00497   +-0,01553

t[ms]                Ex. Corr. Fit Corr. Resids.
0,000225             0,0376
0,000275             0,0633
0,000325             0,0313
0,000375             0,0013
0,00045              0,01
0,00055              0,014
0,00065             -0,0133
0,00075              0,0037
0,00085              0,0169
0,00095              0,0236
0,00105              0,0428
0,00115              0,0108
0,0012999           -0,0007
0,0014999            0,0079
0,0016999           -0,0026
0,0018999           -0,0043
0,0020999            0,0015
0,0022999            0,0001
0,0024999            0,0127
0,0026999            0,0124
0,0029999           -0,0016
0,0033999            0,0106
0,0037998           -0,0067
0,0041998            0,0022
0,0045998            0,0042
0,0049998            0,0016
0,0053998           -0,0041
0,0057998            0,0053
0,0063997            0,0025
0,0071997            0,0056
0,0079997            0,0082
0,0087996            0,0022
0,0095996           -0,0014
0,0103996            0,0065    0,0053    0,2706
0,0111995            0,0075    0,0052    0,4599
0,0119995            0,0068    0,0051    0,4356
0,0131994            0,0063    0,005     0,5226
0,0147994            0,0049    0,0049   -0,0011
0,0163993            0,0029    0,0048   -0,4737
0,0179992            0,0005    0,0048   -1,4315
0,0195992            0,0061    0,0047    0,5138
0,0211991            0,004     0,0047   -0,1551
0,022799            -0,0008    0,0046   -2,0612
0,024399             0,0052    0,0046    0,2696
0,0267989            0,0041    0,0046   -0,1894
0,0299987            0,0029    0,0046   -0,9258
0,0331986            0,002     0,0045   -0,8109
0,0363984            0,0051    0,0045    0,4096
0,0395983            0,0026    0,0045   -1,0058
0,0427982            0,0105    0,0045    1,8673
0,045998             0,0099    0,0045    2,5474
0,0491979            0,0006    0,0045   -1,2873
0,0539977            0,0027    0,0044   -0,924
0,0603974            0,002     0,0044   -1,7034
0,0667971            0,0058    0,0044    0,7279
0,0731969            0,0037    0,0043   -0,3362
0,0795966            0,0052    0,0043    0,6291
0,0859963            0,0061    0,0043    0,9801
0,092396             0,0043    0,0043    0,016
0,0987958            0,0026    0,0042   -0,93
0,1083954            0,0044    0,0042    0,1921
0,1211948            0,005     0,0041    0,7798
0,1339943            0,002     0,0041   -1,782
0,1467937            0,005     0,004     0,7267
0,1595932            0,0049    0,004     0,4763
0,1723926            0,0032    0,0039   -0,5308
0,1851921            0,0031    0,0039   -0,6746
0,1979915            0,0051    0,0038    1,5185
0,2171907            0,0032    0,0038   -0,5263
0,2427896            0,004     0,0037    0,5471
0,2683885            0,0022    0,0036   -1,8137
0,2939874            0,0029    0,0035   -0,5922
0,3195863            0,0039    0,0034    0,4764
0,3451852            0,0031    0,0034   -0,2389
0,3707841            0,0019    0,0033   -1,261
0,396383             0,0023    0,0032   -1,1084
0,4347813            0,0032    0,0031    0,0936
0,4859792            0,0029    0,003    -0,3144
0,537177             0,0034    0,0029    0,9224
0,5883748            0,0037    0,0028    1,3023
0,6395726            0,0031    0,0027    0,7967
0,6907704            0,0034    0,0026    2,328
0,7419682            0,0022    0,0025   -0,4895
0,793166             0,0028    0,0024    0,5964
0,8699627            0,0014    0,0023   -1,6682
0,9723583            0,0028    0,0022    2,5303
1,0747539            0,0011    0,0021   -1,6823
1,1771495            0,0017    0,002    -0,5715
1,2795452            0,0014    0,0019   -1,0864
1,3819407            0,0018    0,0018    0,0253
1,4843364            0,001     0,0017   -1,5303
1,5867319            0,0016    0,0016    0,0501
1,7403253            0,0012    0,0015   -0,704
1,9451166            0,001     0,0014   -1,0625
